address,link,number_beds,number_baths,area,sold information,dishwasher,microwave,washer,dryer,refrigerator,building_type,lot_size,built_year,number_of_rooms,heating_system,heating_fuel,cooling_system,parking,parking_spaces,architecture_type,stories,exterior,roof,price
1465 Benton Ave,https://www.trulia.com/p/pa/pittsburgh/1465-benton-ave-pittsburgh-pa-15212--2014110960,3,1,"1,258","['as of Dec 11, 2019', 'as of Dec 11, 2019']",0,0,0,0,0,Single Family Home,"5,934 sqft",1930,6,Other,,Central,,1,CapeCod,,,Shake Shingle,250771
5756 Kentucky Ave,https://www.trulia.com/p/pa/pittsburgh/5756-kentucky-ave-pittsburgh-pa-15232--2014229806,3,2.5,"1,875","['Last Sold: Apr 1, 2019', '2% below list $425K']",0,0,0,0,0,Single Family Home,"2,200 sqft",1900,7,Other,,,,,,,Brick,Shake Shingle,415000
1175 Mifflin Rd,https://www.trulia.com/p/pa/pittsburgh/1175-mifflin-rd-pittsburgh-pa-15207--2014071928,3,1,"1,080","['Last Sold: Apr 1, 2019', '41% over list $51K']",0,0,0,0,0,Single Family Home,"6,878 sqft",1958,,,,,,,,,,,86000
903 Bryn Mawr Rd,https://www.trulia.com/p/pa/pittsburgh/903-bryn-mawr-rd-pittsburgh-pa-15219--2014167936,2,1,"1,888","['3bd', '3ba']",0,0,0,0,0,Single Family Home,,1900,5,Central,,,,,,,Other,Shingle (Not Wood),
1502 Creedmoor Ave,https://www.trulia.com/p/pa/pittsburgh/1502-creedmoor-ave-pittsburgh-pa-15226--2014200278,3,1,"1,558","['Last Sold: Apr 1, 2019', '']",0,0,0,0,0,Single Family Home,"3,080 sqft",1938,6,Forced Air,Gas,Central,Off Street,2,Colonial,,Brick,Shake Shingle,154900
549 Clemesha Ave,https://www.trulia.com/p/pa/pittsburgh/549-clemesha-ave-pittsburgh-pa-15226--2014203422,2,1,952,"['Last Sold: Apr 1, 2019', '']",0,0,0,0,0,Single Family Home,"2,350 sqft",1930,6,Forced Air,Gas,,On Street,2,Colonial,,Brick,Shake Shingle,108900
825 Morewood Ave #G9,https://www.trulia.com/p/pa/pittsburgh/825-morewood-ave-g9-pittsburgh-pa-15213--2014124729,3,2,"1,609","['Last Sold: Apr 1, 2019', '8% below list $289K']",0,0,0,0,0,Condo,"1,609 sqft",1960,6,Other,,,,,,,Brick,Composition,266810
5610 Hobart St,https://www.trulia.com/p/pa/pittsburgh/5610-hobart-st-pittsburgh-pa-15217--1009403487,0,0,0,"['4bd', '3ba']",0,0,0,0,0,Multi Family,"8,216 sqft",,,,,,,,,,,,
546 Sunnyland Ave,https://www.trulia.com/p/pa/pittsburgh/546-sunnyland-ave-pittsburgh-pa-15227--2014215416,3,1.5,875,"['Last Sold: Apr 1, 2019', '46% over list $69.9K']",0,0,0,0,0,Single Family Home,"6,500 sqft",1950,,,,,,,,,,,130000
530 California Ave,https://www.trulia.com/p/pa/pittsburgh/530-california-ave-pittsburgh-pa-15202--1009018067,3,3,"1,648","['as of Dec 11, 2019', 'as of Dec 11, 2019']",0,0,0,0,0,Multi Family,"5,700 sqft",1900,,,,,,,,,,,115885
2319 Larkins Way,https://www.trulia.com/p/pa/pittsburgh/2319-larkins-way-pittsburgh-pa-15203--2014045732,2,1,"1,402","['Last Sold: Apr 1, 2019', '2% over list $298K']",0,0,0,0,0,Single Family Home,990 sqft,1900,4,Other,,,,,,,,Shake Shingle,303000
1718 Beryl Dr,https://www.trulia.com/p/pa/pittsburgh/1718-beryl-dr-pittsburgh-pa-15227--2014207795,3,1,972,"['Last Sold: Apr 1, 2019', '4% over list $135K']",1,1,1,1,1,Single Family Home,"7,200 sqft",1956,6,Forced Air,Gas,Central,Attached Garage,1,Ranch,,Brick,Asphalt,139900
7410 Grand Ave,https://www.trulia.com/p/pa/pittsburgh/7410-grand-ave-pittsburgh-pa-15225--2014199041,4,3,"1,920","['Last Sold: Apr 1, 2019', '6% below list $170K']",0,0,0,0,0,Multi Family,"3,600 sqft",1960,8,Other,,,,,,,Brick,Shake Shingle,160000
2906 Merwyn Ave,https://www.trulia.com/p/pa/pittsburgh/2906-merwyn-ave-pittsburgh-pa-15204--2014049303,3,1,"1,386","['Last Sold: Apr 1, 2019', '14% below list $29.9K']",0,0,0,0,0,Single Family Home,"2,500 sqft",1922,6,Other,Gas,,Detached Garage,,,,Brick,Asphalt,26200
223 Oakbrook Cir,https://www.trulia.com/p/pa/pittsburgh/223-oakbrook-cir-pittsburgh-pa-15220--2014171990,4,1,"1,870","['Last Sold: Apr 1, 2019', '6% over list $195K']",1,1,0,0,1,Single Family Home,0.5 acres,1999,8,Forced Air,Gas,Central,Attached Garage,2,Colonial,,Brick Shingle Wood,Shake Shingle,206300
2717 Shelly St,https://www.trulia.com/p/pa/pittsburgh/2717-shelly-st-pittsburgh-pa-15203--2014046395,2,1,"1,184","['Last Sold: Apr 1, 2019', '3% below list $195K']",1,0,0,0,1,Townhouse,"2,634 sqft",2002,5,Other,Gas,Central,,1,,,Vinyl,Shake Shingle,190000
4565 Gladstone St,https://www.trulia.com/p/pa/pittsburgh/4565-gladstone-st-pittsburgh-pa-15207--2014074843,4,1,"1,116","['$185,000', '$185,000']",0,0,0,0,0,Single Family Home,"5,800 sqft",1910,4,Other,,,,,,,Wood,Shake Shingle,175000
2429 Giant Oaks Dr,https://www.trulia.com/p/pa/pittsburgh/2429-giant-oaks-dr-pittsburgh-pa-15241--1005656007,4,2,"2,150","['Last Sold: Apr 1, 2019', '']",1,1,1,1,1,Single Family Home,"10,845 sqft",1976,8,Forced Air,Gas,Central,Attached Garage,2,Colonial,,Brick Vinyl,,329900
231 Arden Rd,https://www.trulia.com/p/pa/pittsburgh/231-arden-rd-pittsburgh-pa-15216--2014142312,3,1,"1,274","['Last Sold: Apr 1, 2019', '']",1,1,0,0,1,Single Family Home,"3,610 sqft",1935,6,Radiant,Gas,Central,"Attached Garage, Off Street",2,,,Brick,Asphalt,254000
312 Marshall Dr,https://www.trulia.com/p/pa/pittsburgh/312-marshall-dr-pittsburgh-pa-15235--1118138763,3,2,"1,542","['Last Sold: Apr 1, 2019', '3% below list $185K']",0,0,0,0,0,Single Family Home,"6,273 sqft",2004,6,Other,,Central,Attached Garage,2,Colonial,,,Shake Shingle,180000
5 Bayard Rd #807,https://www.trulia.com/p/pa/pittsburgh/5-bayard-rd-807-pittsburgh-pa-15213--2014124528,0,1,856,"['Last Sold: Apr 1, 2019', '4% below list $165K']",1,1,0,0,1,Condo,856 sqft,1969,3,Other,Gas,Central,,,Contemporary,,Brick,Composition,158500
1563 Reamer St,https://www.trulia.com/p/pa/pittsburgh/1563-reamer-st-pittsburgh-pa-15226--2014200569,3,1,"1,125","['Last Sold: Mar 29, 2019', '']",0,0,0,0,0,Single Family Home,,1950,5,Central,,,Attached Garage,1,,,Brick,Shingle (Not Wood),131000
2311 McMonagle Ave,https://www.trulia.com/p/pa/pittsburgh/2311-mcmonagle-ave-pittsburgh-pa-15216--2014142273,2,2,"1,087","['Last Sold: Mar 29, 2019', '12% below list $140K']",1,0,1,1,0,Single Family Home,"9,200 sqft",1969,7,Other,Gas,Central,Attached Garage,1,,,,Asphalt,125000
1200 Berkshire Ave,https://www.trulia.com/p/pa/pittsburgh/1200-berkshire-ave-pittsburgh-pa-15226--2014199497,3,1.5,"1,796","['Last Sold: Mar 29, 2019', '6% below list $200K']",0,0,0,0,0,Single Family Home,"3,600 sqft",1920,7,Forced Air,Gas,Central,,,Colonial,,Stone,Shake Shingle,188000
2700 Sumner St,https://www.trulia.com/p/pa/pittsburgh/2700-sumner-st-pittsburgh-pa-15203--2014046298,4,3.5,"2,902","['Last Sold: Mar 29, 2019', '16% below list $388K']",0,0,0,0,0,Single Family Home,"2,488 sqft",1900,,,,,Off Street,2,Loft,,,,334000
1319 Triana St,https://www.trulia.com/p/pa/pittsburgh/1319-triana-st-pittsburgh-pa-15210--2014090590,2,1,944,"['as of Dec 11, 2019', 'as of Dec 11, 2019']",0,0,1,1,0,Single Family Home,"1,679 sqft",1923,,,,,,,,,,,53977
824 Jane St,https://www.trulia.com/p/pa/pittsburgh/824-jane-st-pittsburgh-pa-15239--2014298232,2,2,"1,313","['Last Sold: Mar 29, 2019', '']",0,0,0,0,0,Single Family Home,"9,009 sqft",1955,6,Forced Air,Gas,Central,Attached Garage,1,CapeCod,,Brick,Shake Shingle,144900
1209 Savannah Ave,https://www.trulia.com/p/pa/pittsburgh/1209-savannah-ave-pittsburgh-pa-15218--2014155983,3,1,"1,344","['Last Sold: Mar 29, 2019', '2% over list $425K']",0,1,1,1,1,Single Family Home,"3,600 sqft",1925,8,Radiant,Gas,Central,Detached Garage,,Craftsman,,Brick Wood,Shake Shingle,435000
207 Richbarn Rd,https://www.trulia.com/p/pa/pittsburgh/207-richbarn-rd-pittsburgh-pa-15212--2014113567,3,1.5,918,"['Last Sold: Mar 29, 2019', '3% below list $165K']",1,1,0,0,1,Single Family Home,"4,000 sqft",1926,10,Baseboard,Gas,,"Attached Garage, On Street, Off Street",1,Colonial,,Brick,Shake Shingle,160000
5229 Stanton Ave,https://www.trulia.com/p/pa/pittsburgh/5229-stanton-ave-pittsburgh-pa-15201--2014036813,2,1,"1,344","['as of Dec 11, 2019', 'as of Dec 11, 2019']",0,0,0,0,0,Single Family Home,,1900,5,Central,,,,,,,Brick,Shingle (Not Wood),285514
293 Fisk St,https://www.trulia.com/p/pa/pittsburgh/293-fisk-st-pittsburgh-pa-15201--2014033636,3,3,"2,034","['Last Sold: Mar 29, 2019', '2% below list $535K']",0,0,0,0,0,Townhouse,"1,928 sqft",1904,6,Forced Air,Gas,Central,Off Street,1,Colonial,,Brick,Shake Shingle,525000
228 Hilands Ave,https://www.trulia.com/p/pa/pittsburgh/228-hilands-ave-pittsburgh-pa-15202--2014039961,4,2.5,"2,392","['Last Sold: Mar 29, 2019', '1% over list $220K']",1,1,1,0,1,Multi Family,"5,248 sqft",1920,4,Baseboard,Electric,Central,Detached Garage,3,,,Brick,Asphalt,221500
305 Amabell St,https://www.trulia.com/p/pa/pittsburgh/305-amabell-st-pittsburgh-pa-15211--2014103932,2,1,"1,144","['as of Dec 11, 2019', 'as of Dec 11, 2019']",0,0,0,0,0,Single Family Home,,1927,5,Central,,,,,,,Other,Shingle (Not Wood),132365
406 Landon Gate Gdn,https://www.trulia.com/p/pa/pittsburgh/406-landon-gate-gdn-pittsburgh-pa-15238--2014288505,3,3.5,"2,856","['Last Sold: Mar 29, 2019', '1% over list $435K']",0,0,0,0,0,Condo,"3,775 sqft",1993,7,Forced Air,Gas,Central,Attached Garage,2,Tudor,,Stone,Shake Shingle,441000
8011 Westmoreland Ave,https://www.trulia.com/p/pa/pittsburgh/8011-westmoreland-ave-pittsburgh-pa-15218--2014160741,3,1,"1,416","['Last Sold: Mar 29, 2019', '51% below list $135K']",0,0,0,0,0,Single Family Home,"3,960 sqft",1929,,,,,,,,,,,90000
455 Holdsworth Dr,https://www.trulia.com/p/pa/pittsburgh/455-holdsworth-dr-pittsburgh-pa-15236--2014260615,3,1.5,"1,538","['Last Sold: Mar 29, 2019', '8% below list $200K']",0,0,0,0,0,Single Family Home,"8,573 sqft",1955,7,Other,,Central,Attached Garage,2,,,Brick,Shake Shingle,185000
148 Alcan Dr,https://www.trulia.com/p/pa/pittsburgh/148-alcan-dr-pittsburgh-pa-15239--2014291733,3,1.5,950,"['Last Sold: Mar 29, 2019', '1% below list $137K']",0,0,0,0,0,Single Family Home,"9,981 sqft",1965,6,Other,,Central,Attached Garage,1,Ranch,,Brick,Shake Shingle,135000
631 Oxford Blvd,https://www.trulia.com/p/pa/pittsburgh/631-oxford-blvd-pittsburgh-pa-15243--2014310387,3,2,"1,160","['Last Sold: Mar 29, 2019', '26% over list $200K']",1,1,1,1,1,Single Family Home,"9,000 sqft",1952,6,Forced Air,Gas,Central,Attached Garage,1,SplitLevel,,Brick,Shake Shingle,270000
3111 McRoberts Rd,https://www.trulia.com/p/pa/pittsburgh/3111-mcroberts-rd-pittsburgh-pa-15234--2014234890,2,1,"1,890","['Last Sold: Mar 29, 2019', '34% below list $69.5K']",1,1,1,1,1,Multi Family,0.44 acres,1915,9,Forced Air,,,Off Street,3,,,Wood,Shake Shingle,52000
3827-3829 Wealth St,https://www.trulia.com/p/pa/pittsburgh/3827-3829-wealth-st-pittsburgh-pa-15212--2189443522,5,2,"3,006","['Last Sold: Mar 29, 2019', '']",0,0,0,0,0,Multi Family,,1918,11,Central,,,,,,,Brick,Shingle (Not Wood),175000
1222 Love St,https://www.trulia.com/p/pa/pittsburgh/1222-love-st-pittsburgh-pa-15218--2337733526,3,1.5,"1,377","['Last Sold: Mar 29, 2019', '']",0,0,0,0,0,Single Family Home,,1910,7,Central,,,,,,,Brick,Shingle (Not Wood),195000
2000 Calistoga Pl,https://www.trulia.com/p/pa/pittsburgh/2000-calistoga-pl-pittsburgh-pa-15221--2014180554,3,1,"1,962","['Last Sold: Mar 29, 2019', '']",0,0,0,0,0,Single Family Home,"7,174 sqft",1960,7,,,,,,,,,,30500
931 Braddock Rd,https://www.trulia.com/p/pa/pittsburgh/931-braddock-rd-pittsburgh-pa-15221--2014188675,3,1,"1,248","['Last Sold: Mar 29, 2019', '']",0,0,0,0,0,Single Family Home,,1876,6,Central,,,,,,,Other,Shingle (Not Wood),28000
1208 Strahley Pl,https://www.trulia.com/p/pa/pittsburgh/1208-strahley-pl-pittsburgh-pa-15220--2014169529,3,1,"1,504","['as of Dec 11, 2019', 'as of Dec 11, 2019']",0,0,1,1,0,Single Family Home,"5,625 sqft",1925,,,,,,,,,,,46118
473 Arbor Ln,https://www.trulia.com/p/pa/pittsburgh/473-arbor-ln-pittsburgh-pa-15236--2014261271,3,1,"1,354","['Last Sold: Mar 29, 2019', '1% below list $199K']",1,1,1,1,1,Single Family Home,"9,051 sqft",1956,7,Forced Air,Gas,Central,Attached Garage,2,SplitLevel,,Brick Vinyl,Asphalt,198000
1243 Morrow Rd,https://www.trulia.com/p/pa/pittsburgh/1243-morrow-rd-pittsburgh-pa-15241--2014299845,3,2,990,"['Last Sold: Mar 29, 2019', '8% below list $200K']",0,0,0,0,0,Single Family Home,1.55 acres,1935,7,Other,,,,,Bungalow,,,Shake Shingle,185000
116 Secane St,https://www.trulia.com/p/pa/pittsburgh/116-secane-st-pittsburgh-pa-15211--2014101819,3,1.5,"1,541","['as of Dec 11, 2019', 'as of Dec 11, 2019']",0,0,0,0,0,Single Family Home,"2,412 sqft",1925,,,Gas,,,,,,,Asphalt,88594
321 E Garden Rd,https://www.trulia.com/p/pa/pittsburgh/321-e-garden-rd-pittsburgh-pa-15227--2089364409,3,1.5,945,"['Last Sold: Mar 29, 2019', '11% below list $120K']",0,1,1,1,1,Single Family Home,"6,500 sqft",1958,7,Other,Gas,Central,Attached Garage,1,Colonial,,Brick,Asphalt,108000
907 Dorchester Ave,https://www.trulia.com/p/pa/pittsburgh/907-dorchester-ave-pittsburgh-pa-15226--2014204940,2,1,"1,085","['Last Sold: Mar 29, 2019', '']",0,0,0,0,0,Single Family Home,"5,613 sqft",1954,5,Other,,Central,Attached Garage,1,Ranch,,Brick,Shake Shingle,184900
326 Dorothy Dr,https://www.trulia.com/p/pa/pittsburgh/326-dorothy-dr-pittsburgh-pa-15235--2014248683,3,1,956,"['Last Sold: Mar 29, 2019', '57% below list $54.9K']",0,0,0,0,0,Single Family Home,"8,000 sqft",1955,,,,,Garage Attached,,,,,,35000
2817 1/2 Edwards Way,https://www.trulia.com/p/pa/pittsburgh/2817-1-2-edwards-way-pittsburgh-pa-15203--2179721100,2,1,960,"['Last Sold: Mar 29, 2019', '']",0,0,0,0,0,Single Family Home,943 sqft,1890,4,Other,,,,2,,,,Shake Shingle,170000
361 Siebert Rd,https://www.trulia.com/p/pa/pittsburgh/361-siebert-rd-pittsburgh-pa-15237--2014277335,2,1,"1,248","['Last Sold: Mar 29, 2019', '8% below list $140K']",0,0,0,0,0,Single Family Home,0.4 acres,1940,4,Other,,,Attached Garage,1,CapeCod,,,Shake Shingle,130000
265 Cascade Rd,https://www.trulia.com/p/pa/pittsburgh/265-cascade-rd-pittsburgh-pa-15221--2014182404,3,1,"1,506","['Last Sold: Mar 29, 2019', '5% over list $225K']",1,1,1,0,1,Single Family Home,"6,390 sqft",1934,7,Radiant,,Central,"Attached Garage, Off Street",1,Colonial,,Brick,Slate,237000
715 Transverse Ave,https://www.trulia.com/p/pa/pittsburgh/715-transverse-ave-pittsburgh-pa-15210--2014100219,3,1,"1,288","['Last Sold: Mar 29, 2019', '10% over list $110K']",1,1,1,1,1,Single Family Home,"6,814 sqft",1950,11,Forced Air,Gas,Central,"On Street, Detached Garage",2,Ranch,,Brick Vinyl,Shake Shingle,122050
428 Colton St,https://www.trulia.com/p/pa/pittsburgh/428-colton-st-pittsburgh-pa-15209--2014087470,2,1,912,"['Last Sold: Mar 29, 2019', '16% below list $209K']",0,0,1,1,1,Single Family Home,"6,432 sqft",1950,5,Forced Air,Gas,Central,,,Colonial,,Brick,Asphalt,180000
12 Hennig Dr,https://www.trulia.com/p/pa/pittsburgh/12-hennig-dr-pittsburgh-pa-15236--1138400470,2,1,"1,124","['Last Sold: Mar 29, 2019', '1% below list $137K']",1,0,0,0,1,Townhouse,374 sqft,1985,6,Heat Pump,Electric,Central,,2,Colonial,,,Asphalt,136000
66 Pius St #301,https://www.trulia.com/p/pa/pittsburgh/66-pius-st-301-pittsburgh-pa-15203--2014047337,2,1,"1,666","['Last Sold: Mar 29, 2019', '11% below list $239K']",0,0,0,0,0,Condo,"1,665 sqft",1900,4,Other,,Central,,2,,,Brick,Shake Shingle,215000
3031 Churchview Ave,https://www.trulia.com/p/pa/pittsburgh/3031-churchview-ave-pittsburgh-pa-15227--2014210176,3,1,"1,100","['Last Sold: Mar 29, 2019', '3% below list $139K']",1,0,0,0,1,Single Family Home,"4,950 sqft",1943,5,Forced Air,Gas,Central,Attached Garage,1,Colonial,,Brick,Asphalt,134700
5209 Lotus Way,https://www.trulia.com/p/pa/pittsburgh/5209-lotus-way-pittsburgh-pa-15201--2014036685,2,2,"1,030","['Last Sold: Mar 29, 2019', '3% below list $360K']",0,0,0,0,0,Single Family Home,"1,000 sqft",1900,,Forced Air,,,,,,,,,350000
615 City View Ave,https://www.trulia.com/p/pa/pittsburgh/615-city-view-ave-pittsburgh-pa-15202--2014042178,2,2,"1,080","['Last Sold: Mar 29, 2019', '3% over list $150K']",0,0,0,0,0,Single Family Home,"6,600 sqft",1941,4,Forced Air,Gas,Central,Attached Garage,3,,,,Composition,155000
21 Seneca Rd,https://www.trulia.com/p/pa/pittsburgh/21-seneca-rd-pittsburgh-pa-15241--2014302905,3,1,994,"['Last Sold: Mar 29, 2019', '24% below list $125K']",1,1,1,1,1,Single Family Home,0.34 acres,1952,6,Forced Air,Gas,Central,"Off Street, Attached Garage",4,Ranch,,Brick,Asphalt,100800
225 Ryan Dr,https://www.trulia.com/p/pa/pittsburgh/225-ryan-dr-pittsburgh-pa-15220--2014172021,3,1,"1,355","['Last Sold: Mar 29, 2019', '2% over list $210K']",1,1,0,0,1,Single Family Home,"7,200 sqft",1954,10,Forced Air,Gas,Central,,1,,,,Asphalt,215000
4812 Rosetta St,https://www.trulia.com/p/pa/pittsburgh/4812-rosetta-st-pittsburgh-pa-15224--2014196695,5,2,"2,280","['Last Sold: Mar 28, 2019', '36% below list $115K']",0,0,0,0,0,Single Family Home,"2,200 sqft",1895,8,Other,,,,,,,Brick,Composition,84800
4356 Spring Garden Rd,https://www.trulia.com/p/pa/pittsburgh/4356-spring-garden-rd-pittsburgh-pa-15212--2014117827,2,1,"1,155","['Last Sold: Mar 28, 2019', '']",0,0,0,0,0,Single Family Home,"8,999 sqft",1960,5,,,,,,,,,,51000
1024 Salter Way,https://www.trulia.com/p/pa/pittsburgh/1024-salter-way-pittsburgh-pa-15212--2014106948,2,1,969,"['3bd', '3ba']",0,0,0,0,0,Single Family Home,,1890,4,Central,,,,,,,Other,Shingle (Not Wood),
238 Martsolf Ave,https://www.trulia.com/p/pa/pittsburgh/238-martsolf-ave-pittsburgh-pa-15229--2014225905,3,1,"1,219","['Last Sold: Mar 28, 2019', '27% below list $160K']",0,0,1,1,0,Single Family Home,"3,600 sqft",1930,,,Other,,Off Street,,,,,,126000
355 Frazier Dr,https://www.trulia.com/p/pa/pittsburgh/355-frazier-dr-pittsburgh-pa-15235--2014249454,4,1.5,"1,280","['Last Sold: Mar 28, 2019', '10% below list $159K']",1,1,0,0,1,Single Family Home,0.32 acres,1960,7,Forced Air,Gas,Central,"Off Street, Attached Garage",6,Colonial,,Brick,Shake Shingle,145000
242 E Warrington Ave,https://www.trulia.com/p/pa/pittsburgh/242-e-warrington-ave-pittsburgh-pa-15210--2089358004,3,1,"1,197","['Last Sold: Mar 28, 2019', '17% below list $60K']",0,0,0,0,0,Single Family Home,"3,193 sqft",1948,6,Other,,,Attached Garage,1,CapeCod,,Brick,Shake Shingle,51200
853 Ashdale St,https://www.trulia.com/p/pa/pittsburgh/853-ashdale-st-pittsburgh-pa-15210--2014100946,3,1.5,"1,466","['3bd', '2ba']",0,0,0,0,0,Single Family Home,"2,438 sqft",1920,5,Other,,,,,,,,Shake Shingle,
285 Carmell Dr,https://www.trulia.com/p/pa/pittsburgh/285-carmell-dr-pittsburgh-pa-15241--2014304963,4,1.5,"2,398","['as of Dec 11, 2019', 'as of Dec 11, 2019']",0,0,0,0,0,Single Family Home,,1968,8,Central,,,Attached Garage,2,,,Brick,Shingle (Not Wood),294848
274 Arden Rd,https://www.trulia.com/p/pa/pittsburgh/274-arden-rd-pittsburgh-pa-15216--2014143340,3,1.5,"1,710","['Last Sold: Mar 28, 2019', '']",0,0,0,0,0,Single Family Home,"6,830 sqft",1926,,,,,,,,,,,380000
748 Bayridge Ave,https://www.trulia.com/p/pa/pittsburgh/748-bayridge-ave-pittsburgh-pa-15226--2014204420,3,1,"1,252","['Last Sold: Mar 28, 2019', '']",0,0,0,0,0,Single Family Home,"3,600 sqft",1940,6,Other,,,,,,,Stone,Shake Shingle,189900
63 Colony Oaks Dr,https://www.trulia.com/p/pa/pittsburgh/63-colony-oaks-dr-pittsburgh-pa-15209--2014088250,4,2.5,"2,380","['Last Sold: Mar 28, 2019', '']",1,1,1,1,1,Single Family Home,0.27 acres,1993,9,Forced Air,Gas,Central,Attached Garage,2,Colonial,,Brick Vinyl,Shake Shingle,374900
1696 Pioneer Ave,https://www.trulia.com/p/pa/pittsburgh/1696-pioneer-ave-pittsburgh-pa-15226--2014200932,3,1,"1,150","['Last Sold: Mar 28, 2019', '']",0,0,0,0,0,Single Family Home,,1940,6,Central,,,Attached Garage,1,,,Brick,Slate,56300
6623 Saltsburg Rd,https://www.trulia.com/p/pa/pittsburgh/6623-saltsburg-rd-pittsburgh-pa-15235--2014252381,3,1.5,"1,200","['Last Sold: Mar 28, 2019', '5% below list $125K']",0,0,0,0,0,Single Family Home,"8,575 sqft",1960,7,Other,,Central,,,CapeCod,,Brick,Shake Shingle,119500
340 Dorothy Dr,https://www.trulia.com/p/pa/pittsburgh/340-dorothy-dr-pittsburgh-pa-15235--2014249090,3,1,956,"['Last Sold: Mar 28, 2019', '0% over list $79.9K']",0,0,1,1,1,Single Family Home,"8,854 sqft",1955,5,Forced Air,Gas,Central,Attached Garage,1,Ranch,,Brick,Shake Shingle,80000
307 S Dithridge St #410,https://www.trulia.com/p/pa/pittsburgh/307-s-dithridge-st-410-pittsburgh-pa-15213--2089359847,2,2,"1,668","['Last Sold: Mar 28, 2019', '4% below list $325K']",0,0,0,0,0,Condo,"1,668 sqft",1979,4,Other,,Central,,,,,Brick,Composition,312500
321 Spahr St,https://www.trulia.com/p/pa/pittsburgh/321-spahr-st-pittsburgh-pa-15232--2014228561,6,3,"2,523","['as of Dec 11, 2019', 'as of Dec 11, 2019']",0,0,0,0,0,Multi Family,"4,620 sqft",1910,12,Other,,Central,,2,,,,Slate,508619
931 Climax St,https://www.trulia.com/p/pa/pittsburgh/931-climax-st-pittsburgh-pa-15210--2014101245,3,2,"1,872","['$1,000', '$1,000']",0,0,0,0,0,Single Family Home,,1900,,,,,,,,,,,1225
5137 Fieldcrest Dr,https://www.trulia.com/p/pa/pittsburgh/5137-fieldcrest-dr-pittsburgh-pa-15236--2014262553,2,1.5,817,"['Last Sold: Mar 28, 2019', '2% below list $119K']",0,0,0,0,1,Single Family Home,"7,020 sqft",1954,5,Other,Gas,Central,Attached Garage,1,Ranch,,Brick,Composition,117000
